Resource Level,Operation,Algorithm_1,Algorithm_2,Dunn_P_Value,Significant
Moderate,decapsulate_median_time,ECDSA-P256,SPHINCS+SHA2-256s-simple,1.0,False
Moderate,decapsulate_median_time,RSA-2048,Dilithium2,1.0,False
Moderate,decapsulate_median_time,RSA-2048,Dilithium3,1.0,False
Moderate,decapsulate_median_time,RSA-2048,Dilithium5,1.0,False
Moderate,decapsulate_median_time,RSA-2048,SPHINCS+SHA2-128s-simple,1.0,False
Moderate,decapsulate_median_time,RSA-2048,SPHINCS+SHA2-192s-simple,0.2869218102616677,False
Moderate,decapsulate_median_time,RSA-2048,SPHINCS+SHA2-256s-simple,0.07599414314217445,False
Moderate,decapsulate_median_time,Dilithium2,Dilithium3,1.0,False
Moderate,decapsulate_median_time,Dilithium2,Dilithium5,1.0,False
Moderate,decapsulate_median_time,Dilithium2,SPHINCS+SHA2-128s-simple,1.0,False
Moderate,decapsulate_median_time,Dilithium2,SPHINCS+SHA2-192s-simple,1.0,False
Moderate,decapsulate_median_time,Dilithium2,SPHINCS+SHA2-256s-simple,0.6238363756720803,False
Moderate,decapsulate_median_time,Dilithium3,Dilithium5,1.0,False
Moderate,decapsulate_median_time,Dilithium3,SPHINCS+SHA2-128s-simple,1.0,False
Moderate,decapsulate_median_time,Dilithium3,SPHINCS+SHA2-192s-simple,1.0,False
Moderate,decapsulate_median_time,Dilithium3,SPHINCS+SHA2-256s-simple,1.0,False
Moderate,decapsulate_median_time,Dilithium5,SPHINCS+SHA2-128s-simple,1.0,False
Moderate,decapsulate_median_time,Dilithium5,SPHINCS+SHA2-192s-simple,1.0,False
Moderate,decapsulate_median_time,Dilithium5,SPHINCS+SHA2-256s-simple,1.0,False
Moderate,decapsulate_median_time,SPHINCS+SHA2-128s-simple,SPHINCS+SHA2-192s-simple,1.0,False
Moderate,decapsulate_median_time,SPHINCS+SHA2-128s-simple,SPHINCS+SHA2-256s-simple,1.0,False
Moderate,decapsulate_median_time,SPHINCS+SHA2-192s-simple,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,generate_median_time,BIKE-L1,ML-KEM-512,0.04293301517037936,True
Extreme,generate_median_time,BIKE-L1,ML-KEM-768,0.2112823902602433,False
Extreme,generate_median_time,BIKE-L1,ML-KEM-1024,0.4924072469758393,False
Extreme,generate_median_time,BIKE-L1,FrodoKEM-640-AES,1.0,False
Extreme,generate_median_time,BIKE-L1,ECDH-X25519,1.0,False
Extreme,generate_median_time,BIKE-L1,ECDSA-P256,1.0,False
Extreme,generate_median_time,BIKE-L1,RSA-2048,1.0,False
Extreme,generate_median_time,BIKE-L1,Dilithium2,1.0,False
Extreme,generate_median_time,BIKE-L1,Dilithium3,1.0,False
Extreme,generate_median_time,BIKE-L1,Dilithium5,1.0,False
Extreme,generate_median_time,BIKE-L1,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,generate_median_time,BIKE-L1,SPHINCS+SHA2-192s-simple,1.0,False
Extreme,generate_median_time,BIKE-L1,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,generate_median_time,ML-KEM-512,ML-KEM-768,1.0,False
Extreme,generate_median_time,ML-KEM-512,ML-KEM-1024,1.0,False
Extreme,generate_median_time,ML-KEM-512,FrodoKEM-640-AES,0.17151871726653606,False
Extreme,generate_median_time,ML-KEM-512,ECDH-X25519,1.0,False
Extreme,generate_median_time,ML-KEM-512,ECDSA-P256,1.0,False
Extreme,generate_median_time,ML-KEM-512,RSA-2048,0.009321345942454793,True
Extreme,generate_median_time,ML-KEM-512,Dilithium2,1.0,False
Extreme,generate_median_time,ML-KEM-512,Dilithium3,1.0,False
Extreme,generate_median_time,ML-KEM-512,Dilithium5,0.5952706577501132,False
Extreme,generate_median_time,ML-KEM-512,SPHINCS+SHA2-128s-simple,0.00028537205944016567,True
Extreme,generate_median_time,ML-KEM-512,SPHINCS+SHA2-192s-simple,4.016604189128355e-05,True
Extreme,generate_median_time,ML-KEM-512,SPHINCS+SHA2-256s-simple,0.001753200542503516,True
Extreme,generate_median_time,ML-KEM-768,ML-KEM-1024,1.0,False
Extreme,generate_median_time,ML-KEM-768,FrodoKEM-640-AES,0.7170694661184837,False
Extreme,generate_median_time,ML-KEM-768,ECDH-X25519,1.0,False
Extreme,generate_median_time,ML-KEM-768,ECDSA-P256,1.0,False
Extreme,generate_median_time,ML-KEM-768,RSA-2048,0.05409676692123938,False
Extreme,generate_median_time,ML-KEM-768,Dilithium2,1.0,False
Extreme,generate_median_time,ML-KEM-768,Dilithium3,1.0,False
Extreme,generate_median_time,ML-KEM-768,Dilithium5,1.0,False
Extreme,generate_median_time,ML-KEM-768,SPHINCS+SHA2-128s-simple,0.0023128268854397394,True
Extreme,generate_median_time,ML-KEM-768,SPHINCS+SHA2-192s-simple,0.0003852943606989752,True
Extreme,generate_median_time,ML-KEM-768,SPHINCS+SHA2-256s-simple,0.012016689065354191,True
Extreme,generate_median_time,ML-KEM-1024,FrodoKEM-640-AES,1.0,False
Extreme,generate_median_time,ML-KEM-1024,ECDH-X25519,1.0,False
Extreme,generate_median_time,ML-KEM-1024,ECDSA-P256,1.0,False
Extreme,generate_median_time,ML-KEM-1024,RSA-2048,0.13873779173523632,False
Extreme,generate_median_time,ML-KEM-1024,Dilithium2,1.0,False
Extreme,generate_median_time,ML-KEM-1024,Dilithium3,1.0,False
Extreme,generate_median_time,ML-KEM-1024,Dilithium5,1.0,False
Extreme,generate_median_time,ML-KEM-1024,SPHINCS+SHA2-128s-simple,0.007204045711617946,True
Extreme,generate_median_time,ML-KEM-1024,SPHINCS+SHA2-192s-simple,0.0013240759878205964,True
Extreme,generate_median_time,ML-KEM-1024,SPHINCS+SHA2-256s-simple,0.03394918108392226,True
Extreme,generate_median_time,FrodoKEM-640-AES,ECDH-X25519,1.0,False
Extreme,generate_median_time,FrodoKEM-640-AES,ECDSA-P256,1.0,False
Extreme,generate_median_time,FrodoKEM-640-AES,RSA-2048,1.0,False
Extreme,generate_median_time,FrodoKEM-640-AES,Dilithium2,1.0,False
Extreme,generate_median_time,FrodoKEM-640-AES,Dilithium3,1.0,False
Extreme,generate_median_time,FrodoKEM-640-AES,Dilithium5,1.0,False
Extreme,generate_median_time,FrodoKEM-640-AES,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,generate_median_time,FrodoKEM-640-AES,SPHINCS+SHA2-192s-simple,1.0,False
Extreme,generate_median_time,FrodoKEM-640-AES,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,generate_median_time,ECDH-X25519,ECDSA-P256,1.0,False
Extreme,generate_median_time,ECDH-X25519,RSA-2048,0.7859720650257206,False
Extreme,generate_median_time,ECDH-X25519,Dilithium2,1.0,False
Extreme,generate_median_time,ECDH-X25519,Dilithium3,1.0,False
Extreme,generate_median_time,ECDH-X25519,Dilithium5,1.0,False
Extreme,generate_median_time,ECDH-X25519,SPHINCS+SHA2-128s-simple,0.060641332542567775,False
Extreme,generate_median_time,ECDH-X25519,SPHINCS+SHA2-192s-simple,0.013625111386802747,True
Extreme,generate_median_time,ECDH-X25519,SPHINCS+SHA2-256s-simple,0.23418189011127227,False
Extreme,generate_median_time,ECDSA-P256,RSA-2048,1.0,False
Extreme,generate_median_time,ECDSA-P256,Dilithium2,1.0,False
Extreme,generate_median_time,ECDSA-P256,Dilithium3,1.0,False
Extreme,generate_median_time,ECDSA-P256,Dilithium5,1.0,False
Extreme,generate_median_time,ECDSA-P256,SPHINCS+SHA2-128s-simple,0.31716455096552304,False
Extreme,generate_median_time,ECDSA-P256,SPHINCS+SHA2-192s-simple,0.08495613429877476,False
Extreme,generate_median_time,ECDSA-P256,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,generate_median_time,RSA-2048,Dilithium2,1.0,False
Extreme,generate_median_time,RSA-2048,Dilithium3,1.0,False
Extreme,generate_median_time,RSA-2048,Dilithium5,1.0,False
Extreme,generate_median_time,RSA-2048,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,generate_median_time,RSA-2048,SPHINCS+SHA2-192s-simple,1.0,False
Extreme,generate_median_time,RSA-2048,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,generate_median_time,Dilithium2,Dilithium3,1.0,False
Extreme,generate_median_time,Dilithium2,Dilithium5,1.0,False
Extreme,generate_median_time,Dilithium2,SPHINCS+SHA2-128s-simple,0.24646316055499282,False
Extreme,generate_median_time,Dilithium2,SPHINCS+SHA2-192s-simple,0.0641829175125725,False
Extreme,generate_median_time,Dilithium2,SPHINCS+SHA2-256s-simple,0.822594684620844,False
Extreme,generate_median_time,Dilithium3,Dilithium5,1.0,False
Extreme,generate_median_time,Dilithium3,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,generate_median_time,Dilithium3,SPHINCS+SHA2-192s-simple,0.5952706577501132,False
Extreme,generate_median_time,Dilithium3,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,generate_median_time,Dilithium5,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,generate_median_time,Dilithium5,SPHINCS+SHA2-192s-simple,1.0,False
Extreme,generate_median_time,Dilithium5,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,generate_median_time,SPHINCS+SHA2-128s-simple,SPHINCS+SHA2-192s-simple,1.0,False
Extreme,generate_median_time,SPHINCS+SHA2-128s-simple,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,generate_median_time,SPHINCS+SHA2-192s-simple,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,encapsulate_median_time,BIKE-L1,ML-KEM-512,0.04293793715215786,True
Extreme,encapsulate_median_time,BIKE-L1,ML-KEM-768,0.21130111252644226,False
Extreme,encapsulate_median_time,BIKE-L1,ML-KEM-1024,0.49244416264277946,False
Extreme,encapsulate_median_time,BIKE-L1,FrodoKEM-640-AES,1.0,False
Extreme,encapsulate_median_time,BIKE-L1,ECDH-X25519,1.0,False
Extreme,encapsulate_median_time,BIKE-L1,ECDSA-P256,1.0,False
Extreme,encapsulate_median_time,BIKE-L1,RSA-2048,1.0,False
Extreme,encapsulate_median_time,BIKE-L1,Dilithium2,1.0,False
Extreme,encapsulate_median_time,BIKE-L1,Dilithium3,1.0,False
Extreme,encapsulate_median_time,BIKE-L1,Dilithium5,1.0,False
Extreme,encapsulate_median_time,BIKE-L1,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,encapsulate_median_time,BIKE-L1,SPHINCS+SHA2-192s-simple,1.0,False
Extreme,encapsulate_median_time,BIKE-L1,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,encapsulate_median_time,ML-KEM-512,ML-KEM-768,1.0,False
Extreme,encapsulate_median_time,ML-KEM-512,ML-KEM-1024,1.0,False
Extreme,encapsulate_median_time,ML-KEM-512,FrodoKEM-640-AES,0.17153449627533535,False
Extreme,encapsulate_median_time,ML-KEM-512,ECDH-X25519,1.0,False
Extreme,encapsulate_median_time,ML-KEM-512,ECDSA-P256,1.0,False
Extreme,encapsulate_median_time,ML-KEM-512,RSA-2048,0.009322649904617307,True
Extreme,encapsulate_median_time,ML-KEM-512,Dilithium2,1.0,False
Extreme,encapsulate_median_time,ML-KEM-512,Dilithium3,1.0,False
Extreme,encapsulate_median_time,ML-KEM-512,Dilithium5,0.5953134770682464,False
Extreme,encapsulate_median_time,ML-KEM-512,SPHINCS+SHA2-128s-simple,0.0017534946356532204,True
Extreme,encapsulate_median_time,ML-KEM-512,SPHINCS+SHA2-192s-simple,4.0175333036618256e-05,True
Extreme,encapsulate_median_time,ML-KEM-512,SPHINCS+SHA2-256s-simple,0.0002854286260876153,True
Extreme,encapsulate_median_time,ML-KEM-768,ML-KEM-1024,1.0,False
Extreme,encapsulate_median_time,ML-KEM-768,FrodoKEM-640-AES,0.7171189158557615,False
Extreme,encapsulate_median_time,ML-KEM-768,ECDH-X25519,1.0,False
Extreme,encapsulate_median_time,ML-KEM-768,ECDSA-P256,1.0,False
Extreme,encapsulate_median_time,ML-KEM-768,RSA-2048,0.054102763296740616,False
Extreme,encapsulate_median_time,ML-KEM-768,Dilithium2,1.0,False
Extreme,encapsulate_median_time,ML-KEM-768,Dilithium3,1.0,False
Extreme,encapsulate_median_time,ML-KEM-768,Dilithium5,1.0,False
Extreme,encapsulate_median_time,ML-KEM-768,SPHINCS+SHA2-128s-simple,0.012018319433171823,True
Extreme,encapsulate_median_time,ML-KEM-768,SPHINCS+SHA2-192s-simple,0.00038536878748869814,True
Extreme,encapsulate_median_time,ML-KEM-768,SPHINCS+SHA2-256s-simple,0.0023132041390928545,True
Extreme,encapsulate_median_time,ML-KEM-1024,FrodoKEM-640-AES,1.0,False
Extreme,encapsulate_median_time,ML-KEM-1024,ECDH-X25519,1.0,False
Extreme,encapsulate_median_time,ML-KEM-1024,ECDSA-P256,1.0,False
Extreme,encapsulate_median_time,ML-KEM-1024,RSA-2048,0.13875103360882227,False
Extreme,encapsulate_median_time,ML-KEM-1024,Dilithium2,1.0,False
Extreme,encapsulate_median_time,ML-KEM-1024,Dilithium3,1.0,False
Extreme,encapsulate_median_time,ML-KEM-1024,Dilithium5,1.0,False
Extreme,encapsulate_median_time,ML-KEM-1024,SPHINCS+SHA2-128s-simple,0.03395320432513217,True
Extreme,encapsulate_median_time,ML-KEM-1024,SPHINCS+SHA2-192s-simple,0.0013243043197461025,True
Extreme,encapsulate_median_time,ML-KEM-1024,SPHINCS+SHA2-256s-simple,0.0072050843284595855,True
Extreme,encapsulate_median_time,FrodoKEM-640-AES,ECDH-X25519,1.0,False
Extreme,encapsulate_median_time,FrodoKEM-640-AES,ECDSA-P256,1.0,False
Extreme,encapsulate_median_time,FrodoKEM-640-AES,RSA-2048,1.0,False
Extreme,encapsulate_median_time,FrodoKEM-640-AES,Dilithium2,1.0,False
Extreme,encapsulate_median_time,FrodoKEM-640-AES,Dilithium3,1.0,False
Extreme,encapsulate_median_time,FrodoKEM-640-AES,Dilithium5,1.0,False
Extreme,encapsulate_median_time,FrodoKEM-640-AES,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,encapsulate_median_time,FrodoKEM-640-AES,SPHINCS+SHA2-192s-simple,1.0,False
Extreme,encapsulate_median_time,FrodoKEM-640-AES,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,encapsulate_median_time,ECDH-X25519,ECDSA-P256,1.0,False
Extreme,encapsulate_median_time,ECDH-X25519,RSA-2048,1.0,False
Extreme,encapsulate_median_time,ECDH-X25519,Dilithium2,1.0,False
Extreme,encapsulate_median_time,ECDH-X25519,Dilithium3,1.0,False
Extreme,encapsulate_median_time,ECDH-X25519,Dilithium5,1.0,False
Extreme,encapsulate_median_time,ECDH-X25519,SPHINCS+SHA2-128s-simple,0.5953134770682464,False
Extreme,encapsulate_median_time,ECDH-X25519,SPHINCS+SHA2-192s-simple,0.04293793715215786,True
Extreme,encapsulate_median_time,ECDH-X25519,SPHINCS+SHA2-256s-simple,0.17153449627533535,False
Extreme,encapsulate_median_time,ECDSA-P256,RSA-2048,0.5953134770682464,False
Extreme,encapsulate_median_time,ECDSA-P256,Dilithium2,1.0,False
Extreme,encapsulate_median_time,ECDSA-P256,Dilithium3,1.0,False
Extreme,encapsulate_median_time,ECDSA-P256,Dilithium5,1.0,False
Extreme,encapsulate_median_time,ECDSA-P256,SPHINCS+SHA2-128s-simple,0.17153449627533535,False
Extreme,encapsulate_median_time,ECDSA-P256,SPHINCS+SHA2-192s-simple,0.009322649904617307,True
Extreme,encapsulate_median_time,ECDSA-P256,SPHINCS+SHA2-256s-simple,0.04293793715215786,True
Extreme,encapsulate_median_time,RSA-2048,Dilithium2,1.0,False
Extreme,encapsulate_median_time,RSA-2048,Dilithium3,1.0,False
Extreme,encapsulate_median_time,RSA-2048,Dilithium5,1.0,False
Extreme,encapsulate_median_time,RSA-2048,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,encapsulate_median_time,RSA-2048,SPHINCS+SHA2-192s-simple,1.0,False
Extreme,encapsulate_median_time,RSA-2048,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,encapsulate_median_time,Dilithium2,Dilithium3,1.0,False
Extreme,encapsulate_median_time,Dilithium2,Dilithium5,1.0,False
Extreme,encapsulate_median_time,Dilithium2,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,encapsulate_median_time,Dilithium2,SPHINCS+SHA2-192s-simple,0.17153449627533535,False
Extreme,encapsulate_median_time,Dilithium2,SPHINCS+SHA2-256s-simple,0.5953134770682464,False
Extreme,encapsulate_median_time,Dilithium3,Dilithium5,1.0,False
Extreme,encapsulate_median_time,Dilithium3,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,encapsulate_median_time,Dilithium3,SPHINCS+SHA2-192s-simple,0.5953134770682464,False
Extreme,encapsulate_median_time,Dilithium3,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,encapsulate_median_time,Dilithium5,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,encapsulate_median_time,Dilithium5,SPHINCS+SHA2-192s-simple,1.0,False
Extreme,encapsulate_median_time,Dilithium5,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,encapsulate_median_time,SPHINCS+SHA2-128s-simple,SPHINCS+SHA2-192s-simple,1.0,False
Extreme,encapsulate_median_time,SPHINCS+SHA2-128s-simple,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,encapsulate_median_time,SPHINCS+SHA2-192s-simple,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,decapsulate_median_time,BIKE-L1,ML-KEM-512,4.015675257502435e-05,True
Extreme,decapsulate_median_time,BIKE-L1,ML-KEM-768,0.0003852199457301552,True
Extreme,decapsulate_median_time,BIKE-L1,ML-KEM-1024,0.001323847687445939,True
Extreme,decapsulate_median_time,BIKE-L1,FrodoKEM-640-AES,1.0,False
Extreme,decapsulate_median_time,BIKE-L1,ECDH-X25519,0.009320042118221076,True
Extreme,decapsulate_median_time,BIKE-L1,ECDSA-P256,0.5952278400782625,False
Extreme,decapsulate_median_time,BIKE-L1,RSA-2048,0.07598614357184102,False
Extreme,decapsulate_median_time,BIKE-L1,Dilithium2,0.10023860874714115,False
Extreme,decapsulate_median_time,BIKE-L1,Dilithium3,1.0,False
Extreme,decapsulate_median_time,BIKE-L1,Dilithium5,1.0,False
Extreme,decapsulate_median_time,BIKE-L1,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,decapsulate_median_time,BIKE-L1,SPHINCS+SHA2-192s-simple,1.0,False
Extreme,decapsulate_median_time,BIKE-L1,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,decapsulate_median_time,ML-KEM-512,ML-KEM-768,1.0,False
Extreme,decapsulate_median_time,ML-KEM-512,ML-KEM-1024,1.0,False
Extreme,decapsulate_median_time,ML-KEM-512,FrodoKEM-640-AES,0.009320042118221076,True
Extreme,decapsulate_median_time,ML-KEM-512,ECDH-X25519,1.0,False
Extreme,decapsulate_median_time,ML-KEM-512,ECDSA-P256,1.0,False
Extreme,decapsulate_median_time,ML-KEM-512,RSA-2048,1.0,False
Extreme,decapsulate_median_time,ML-KEM-512,Dilithium2,1.0,False
Extreme,decapsulate_median_time,ML-KEM-512,Dilithium3,0.5952278400782625,False
Extreme,decapsulate_median_time,ML-KEM-512,Dilithium5,0.1715029391768708,False
Extreme,decapsulate_median_time,ML-KEM-512,SPHINCS+SHA2-128s-simple,0.042928093585773465,True
Extreme,decapsulate_median_time,ML-KEM-512,SPHINCS+SHA2-192s-simple,0.0017529064886150263,True
Extreme,decapsulate_median_time,ML-KEM-512,SPHINCS+SHA2-256s-simple,0.0002853155020617927,True
Extreme,decapsulate_median_time,ML-KEM-768,ML-KEM-1024,1.0,False
Extreme,decapsulate_median_time,ML-KEM-768,FrodoKEM-640-AES,0.05409077100701137,False
Extreme,decapsulate_median_time,ML-KEM-768,ECDH-X25519,1.0,False
Extreme,decapsulate_median_time,ML-KEM-768,ECDSA-P256,1.0,False
Extreme,decapsulate_median_time,ML-KEM-768,RSA-2048,1.0,False
Extreme,decapsulate_median_time,ML-KEM-768,Dilithium2,1.0,False
Extreme,decapsulate_median_time,ML-KEM-768,Dilithium3,1.0,False
Extreme,decapsulate_median_time,ML-KEM-768,Dilithium5,0.7170200181378422,False
Extreme,decapsulate_median_time,ML-KEM-768,SPHINCS+SHA2-128s-simple,0.21126366902198124,False
Extreme,decapsulate_median_time,ML-KEM-768,SPHINCS+SHA2-192s-simple,0.012015058863159086,True
Extreme,decapsulate_median_time,ML-KEM-768,SPHINCS+SHA2-256s-simple,0.002312449680409423,True
Extreme,decapsulate_median_time,ML-KEM-1024,FrodoKEM-640-AES,0.13872455067819703,False
Extreme,decapsulate_median_time,ML-KEM-1024,ECDH-X25519,1.0,False
Extreme,decapsulate_median_time,ML-KEM-1024,ECDSA-P256,1.0,False
Extreme,decapsulate_median_time,ML-KEM-1024,RSA-2048,1.0,False
Extreme,decapsulate_median_time,ML-KEM-1024,Dilithium2,1.0,False
Extreme,decapsulate_median_time,ML-KEM-1024,Dilithium3,1.0,False
Extreme,decapsulate_median_time,ML-KEM-1024,Dilithium5,1.0,False
Extreme,decapsulate_median_time,ML-KEM-1024,SPHINCS+SHA2-128s-simple,0.4923703328386212,False
Extreme,decapsulate_median_time,ML-KEM-1024,SPHINCS+SHA2-192s-simple,0.03394515818279514,True
Extreme,decapsulate_median_time,ML-KEM-1024,SPHINCS+SHA2-256s-simple,0.007203007209060406,True
Extreme,decapsulate_median_time,FrodoKEM-640-AES,ECDH-X25519,0.5952278400782625,False
Extreme,decapsulate_median_time,FrodoKEM-640-AES,ECDSA-P256,1.0,False
Extreme,decapsulate_median_time,FrodoKEM-640-AES,RSA-2048,1.0,False
Extreme,decapsulate_median_time,FrodoKEM-640-AES,Dilithium2,1.0,False
Extreme,decapsulate_median_time,FrodoKEM-640-AES,Dilithium3,1.0,False
Extreme,decapsulate_median_time,FrodoKEM-640-AES,Dilithium5,1.0,False
Extreme,decapsulate_median_time,FrodoKEM-640-AES,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,decapsulate_median_time,FrodoKEM-640-AES,SPHINCS+SHA2-192s-simple,1.0,False
Extreme,decapsulate_median_time,FrodoKEM-640-AES,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,decapsulate_median_time,ECDH-X25519,ECDSA-P256,1.0,False
Extreme,decapsulate_median_time,ECDH-X25519,RSA-2048,1.0,False
Extreme,decapsulate_median_time,ECDH-X25519,Dilithium2,1.0,False
Extreme,decapsulate_median_time,ECDH-X25519,Dilithium3,1.0,False
Extreme,decapsulate_median_time,ECDH-X25519,Dilithium5,1.0,False
Extreme,decapsulate_median_time,ECDH-X25519,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,decapsulate_median_time,ECDH-X25519,SPHINCS+SHA2-192s-simple,0.1715029391768708,False
Extreme,decapsulate_median_time,ECDH-X25519,SPHINCS+SHA2-256s-simple,0.042928093585773465,True
Extreme,decapsulate_median_time,ECDSA-P256,RSA-2048,1.0,False
Extreme,decapsulate_median_time,ECDSA-P256,Dilithium2,1.0,False
Extreme,decapsulate_median_time,ECDSA-P256,Dilithium3,1.0,False
Extreme,decapsulate_median_time,ECDSA-P256,Dilithium5,1.0,False
Extreme,decapsulate_median_time,ECDSA-P256,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,decapsulate_median_time,ECDSA-P256,SPHINCS+SHA2-192s-simple,1.0,False
Extreme,decapsulate_median_time,ECDSA-P256,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,decapsulate_median_time,RSA-2048,Dilithium2,1.0,False
Extreme,decapsulate_median_time,RSA-2048,Dilithium3,1.0,False
Extreme,decapsulate_median_time,RSA-2048,Dilithium5,1.0,False
Extreme,decapsulate_median_time,RSA-2048,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,decapsulate_median_time,RSA-2048,SPHINCS+SHA2-192s-simple,0.9417125723405007,False
Extreme,decapsulate_median_time,RSA-2048,SPHINCS+SHA2-256s-simple,0.28689780716772,False
Extreme,decapsulate_median_time,Dilithium2,Dilithium3,1.0,False
Extreme,decapsulate_median_time,Dilithium2,Dilithium5,1.0,False
Extreme,decapsulate_median_time,Dilithium2,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,decapsulate_median_time,Dilithium2,SPHINCS+SHA2-192s-simple,1.0,False
Extreme,decapsulate_median_time,Dilithium2,SPHINCS+SHA2-256s-simple,0.36796185757002015,False
Extreme,decapsulate_median_time,Dilithium3,Dilithium5,1.0,False
Extreme,decapsulate_median_time,Dilithium3,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,decapsulate_median_time,Dilithium3,SPHINCS+SHA2-192s-simple,1.0,False
Extreme,decapsulate_median_time,Dilithium3,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,decapsulate_median_time,Dilithium5,SPHINCS+SHA2-128s-simple,1.0,False
Extreme,decapsulate_median_time,Dilithium5,SPHINCS+SHA2-192s-simple,1.0,False
Extreme,decapsulate_median_time,Dilithium5,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,decapsulate_median_time,SPHINCS+SHA2-128s-simple,SPHINCS+SHA2-192s-simple,1.0,False
Extreme,decapsulate_median_time,SPHINCS+SHA2-128s-simple,SPHINCS+SHA2-256s-simple,1.0,False
Extreme,decapsulate_median_time,SPHINCS+SHA2-192s-simple,SPHINCS+SHA2-256s-simple,1.0,False
